Protein,I_score,Oscore
YCR008W,15,8.26966E-05
YNL064C,17,9.37228E-05
YHR107C,11,6.06442E-05
YBR179C,24,0.000132315
YHR064C,12,6.61573E-05
YGL180W,35,0.000192959
YGR192C,49,0.000270142
YOL045W,20,0.000110262
YIL107C,12,6.61573E-05
YOR165W,39,0.000215011
YIL094C,19,0.000104749
YMR241W,22,0.000121288
YDR353W,32,0.000176419
YDR075W,13,7.16704E-05
YHR073W,41,0.000226037
YLR314C,19,0.000104749
YGR286C,29,0.00015988
YHR169W,18,9.92359E-05
YLR027C,15,8.26966E-05
YNR032W,12,6.61573E-05
YBR011C,38,0.000209498
YDL198C,23,0.000126801
YER056C,9,4.96179E-05
YIL108W,20,0.000110262
YKL085W,22,0.000121288
YFL053W,51,0.000281168
YJR131W,37,0.000203985
YKR089C,16,8.82097E-05
YKL181W,14,7.71835E-05
YDR477W,73,0.000402457
YBR286W,19,0.000104749
YGL003C,20,0.000110262
YMR131C,45,0.00024809
YDR388W,51,0.000281168
YOR197W,29,0.00015988
YHR001W,36,0.000198472
YER179W,46,0.000253603
YIR034C,23,0.000126801
YOR241W,47,0.000259116
YMR221C,45,0.00024809
YML042W,20,0.000110262
YDL128W,33,0.000181932
YKL046C,16,8.82097E-05
YHR203C,95,0.000523745
YJR145C,95,0.000523745
YGR123C,30,0.000165393
YGR157W,20,0.000110262
YML008C,40,0.000220524
YEL020C,32,0.000176419
YOL094C,94,0.000518232
YKL188C,23,0.000126801
YMR062C,29,0.00015988
YNL083W,22,0.000121288
YJL062W,51,0.000281168
YBR281C,18,9.92359E-05
YKL064W,13,7.16704E-05
YMR083W,18,9.92359E-05
YBR043C,8,4.41048E-05
YPL031C,16,8.82097E-05
YDR300C,26,0.000143341
YGR086C,14,7.71835E-05
YOR087W,22,0.000121288
YJL128C,17,9.37228E-05
YNL021W,38,0.000209498
YHR098C,26,0.000143341
YKL103C,12,6.61573E-05
YGR233C,15,8.26966E-05
YJL168C,29,0.00015988
YOL130W,8,4.41048E-05
YCR002C,22,0.000121288
YOR233W,9,4.96179E-05
YLR310C,32,0.000176419
YDR158W,33,0.000181932
YKR069W,21,0.000115775
YFL003C,17,9.37228E-05
YDL058W,50,0.000275655
YOR209C,67,0.000369378
YER177W,33,0.000181932
YIL095W,12,6.61573E-05
YCR028C,12,6.61573E-05
YGR060W,61,0.000336299
YAL067C,9,4.96179E-05
YER020W,21,0.000115775
YGL131C,17,9.37228E-05
YHR190W,54,0.000297708
YBR293W,6,3.30786E-05
YFR048W,14,7.71835E-05
YFL059W,16,8.82097E-05
YNL333W,16,8.82097E-05
YOR222W,16,8.82097E-05
YMR302C,21,0.000115775
YKL194C,13,7.16704E-05
YPL042C,15,8.26966E-05
YFR024C-A,20,0.000110262
YGR285C,66,0.000363865
YJR077C,14,7.71835E-05
YJR126C,20,0.000110262
YJR005W,13,7.16704E-05
YLR247C,10,5.5131E-05
YGR266W,19,0.000104749
YOL016C,9,4.96179E-05
YPR026W,28,0.000154367
YJL095W,33,0.000181932
YDL001W,26,0.000143341
YCL040W,15,8.26966E-05
YJR036C,52,0.000286681
YGL184C,14,7.71835E-05
YBR081C,17,9.37228E-05
YER053C,12,6.61573E-05
YHR005C,22,0.000121288
YCR068W,19,0.000104749
YLR248W,11,6.06442E-05
YCL009C,21,0.000115775
YHR112C,14,7.71835E-05
YCL043C,83,0.000457588
YOL140W,20,0.000110262
YKL022C,67,0.000369378
YJR091C,17,9.37228E-05
YOR380W,3,1.65393E-05
YLR345W,10,5.5131E-05
YKR056W,69,0.000380404
YJR153W,17,9.37228E-05
YLR056W,58,0.00031976
YPL145C,19,0.000104749
YKL027W,30,0.000165393
YMR244W,8,4.41048E-05
YGR144W,23,0.000126801
YJR095W,18,9.92359E-05
YOR155C,22,0.000121288
YOR005C,64,0.000352839
YKL217W,23,0.000126801
YMR079W,43,0.000237063
YBR058C,73,0.000402457
YHR002W,15,8.26966E-05
YLR231C,55,0.000303221
YPL140C,5,2.75655E-05
YOR231W,8,4.41048E-05
YHR104W,11,6.06442E-05
YLR362W,19,0.000104749
YDR332W,25,0.000137828
YNL290W,86,0.000474127
YER005W,51,0.000281168
YGL115W,63,0.000347326
YOR124C,14,7.71835E-05
YDR245W,15,8.26966E-05
YFL009W,26,0.000143341
YJR139C,32,0.000176419
YEL064C,44,0.000242577
YBL084C,73,0.000402457
YJR049C,23,0.000126801
YGL252C,14,7.71835E-05
YIL116W,35,0.000192959
YMR318C,10,5.5131E-05
YPR097W,18,9.92359E-05
YGL097W,72,0.000396944
YGL116W,10,5.5131E-05
YJL108C,7,3.85917E-05
YOR090C,33,0.000181932
YMR250W,29,0.00015988
YGR056W,20,0.000110262
YMR001C,70,0.000385917
YKL120W,18,9.92359E-05
YHR102W,30,0.000165393
YLL013C,31,0.000170906
YPL057C,13,7.16704E-05
YPL104W,58,0.00031976
YPL116W,19,0.000104749
YJL039C,39,0.000215011
YGR098C,16,8.82097E-05
YBR287W,24,0.000132315
YGR175C,54,0.000297708
YBR192W,17,9.37228E-05
YPL088W,36,0.000198472
YMR166C,14,7.71835E-05
YEL050C,54,0.000297708
YEL047C,24,0.000132315
YJR078W,42,0.00023155
YJR159W,13,7.16704E-05
YPL222W,59,0.000325273
YJR051W,14,7.71835E-05
YER168C,71,0.00039143
YDL167C,14,7.71835E-05
YEL055C,49,0.000270142
YDR104C,10,5.5131E-05
YPR167C,27,0.000148854
YDR312W,54,0.000297708
YDR017C,29,0.00015988
YKR076W,36,0.000198472
YLR187W,12,6.61573E-05
YNR033W,28,0.000154367
YJR130C,11,6.06442E-05
YIL162W,22,0.000121288
YFL047W,31,0.000170906
YML086C,47,0.000259116
YKL004W,17,9.37228E-05
YJL088W,66,0.000363865
YIL105C,9,4.96179E-05
YNL256W,32,0.000176419
YGR188C,47,0.000259116
YHR166C,72,0.000396944
YHR114W,68,0.000374891
YLR004C,12,6.61573E-05
YPR048W,81,0.000446561
YKR084C,13,7.16704E-05
YBR046C,20,0.000110262
YCR009C,49,0.000270142
YDR142C,42,0.00023155
YGL076C,73,0.000402457
YDL086W,17,9.37228E-05
YFR047C,49,0.000270142
YOR141C,16,8.82097E-05
YMR319C,4,2.20524E-05
YGR189C,15,8.26966E-05
YER055C,31,0.000170906
YOR132W,16,8.82097E-05
YLL057C,25,0.000137828
YDR049W,65,0.000358352
YNL191W,18,9.92359E-05
YLR130C,44,0.000242577
YBL033C,26,0.000143341
YLR203C,20,0.000110262
YPL242C,56,0.000308734
YGR012W,42,0.00023155
YGL186C,8,4.41048E-05
YMR102C,18,9.92359E-05
YNL274C,18,9.92359E-05
YBR087W,90,0.000496179
YDR266C,73,0.000402457
YDR466W,19,0.000104749
YOR181W,62,0.000341812
YCL038C,17,9.37228E-05
YGR202C,56,0.000308734
YMR247C,56,0.000308734
YJL207C,29,0.00015988
YKR042W,7,3.85917E-05
YPR031W,42,0.00023155
YML004C,30,0.000165393
YBR260C,56,0.000308734
YDR392W,44,0.000242577
YGL169W,51,0.000281168
YPR201W,19,0.000104749
YER098W,20,0.000110262
YPR137W,54,0.000297708
YPL152W,21,0.000115775
YJL204C,19,0.000104749
YBR159W,25,0.000137828
YCR023C,54,0.000297708
YPL209C,19,0.000104749
YNL257C,14,7.71835E-05
YOR022C,66,0.000363865
YLR019W,30,0.000165393
YJR124C,19,0.000104749
YGR260W,27,0.000148854
YJL133W,11,6.06442E-05
YLR160C,15,8.26966E-05
YLR157C,15,8.26966E-05
YLR158C,15,8.26966E-05
YLR155C,15,8.26966E-05
YOL112W,27,0.000148854
YHR011W,69,0.000380404
YHR142W,17,9.37228E-05
YDL028C,17,9.37228E-05
YBR082C,54,0.000297708
YOR154W,43,0.000237063
YKR066C,34,0.000187446
YNL011C,25,0.000137828
YIL030C,53,0.000292195
YIR023W,14,7.71835E-05
YAL024C,28,0.000154367
YOR212W,40,0.000220524
YIL020C,30,0.000165393
YNL098C,19,0.000104749
YBR214W,13,7.16704E-05
YPL214C,25,0.000137828
YKL172W,66,0.000363865
YOR033C,43,0.000237063
YAL042W,45,0.00024809
YGR216C,35,0.000192959
YPL171C,26,0.000143341
YNL231C,13,7.16704E-05
YGR238C,28,0.000154367
YHR206W,24,0.000132315
YDR415C,21,0.000115775
YGR255C,76,0.000418996
YJL020C,17,9.37228E-05
YPR091C,21,0.000115775
YKL073W,10,5.5131E-05
YNL279W,18,9.92359E-05
YER008C,22,0.000121288
YKL114C,37,0.000203985
YPR022C,16,8.82097E-05
YDR297W,28,0.000154367
YKL001C,28,0.000154367
YDL159W,5,2.75655E-05
YJL036W,47,0.000259116
YOL055C,16,8.82097E-05
YKL179C,46,0.000253603
YDR416W,82,0.000452075
YCR098C,17,9.37228E-05
YLR286C,18,9.92359E-05
YJR098C,10,5.5131E-05
YMR004W,47,0.000259116
YPR011C,10,5.5131E-05
YKL205W,63,0.000347326
YOR100C,10,5.5131E-05
YOL064C,33,0.000181932
YEL027W,32,0.000176419
YOR202W,30,0.000165393
YBR164C,10,5.5131E-05
YDR080W,74,0.00040797
YNL202W,49,0.000270142
YBR289W,31,0.000170906
YDR287W,36,0.000198472
YPR135W,55,0.000303221
YBL047C,41,0.000226037
YJR144W,21,0.000115775
YDL119C,12,6.61573E-05
YBR200W,20,0.000110262
YJL112W,25,0.000137828
YGR234W,22,0.000121288
YCR061W,15,8.26966E-05
YGR149W,30,0.000165393
YML021C,79,0.000435535
YLR348C,14,7.71835E-05
YMR100W,16,8.82097E-05
YDR379W,29,0.00015988
YKL149C,84,0.000463101
YBR274W,6,3.30786E-05
YPR058W,10,5.5131E-05
YFL005W,21,0.000115775
YDL006W,18,9.92359E-05
YML097C,59,0.000325273
YPL224C,36,0.000198472
YIL001W,45,0.00024809
YLR380W,38,0.000209498
YIL144W,59,0.000325273
YOR069W,36,0.000198472
YLL056C,18,9.92359E-05
YLR020C,17,9.37228E-05
YGR141W,17,9.37228E-05
YLR055C,18,9.92359E-05
YNL221C,62,0.000341812
YPL133C,10,5.5131E-05
YAL061W,6,3.30786E-05
YGL103W,94,0.000518232
YBR037C,58,0.00031976
YLR330W,20,0.000110262
YML001W,58,0.00031976
YDL156W,51,0.000281168
YOR296W,20,0.000110262
YNL010W,20,0.000110262
YPL030W,26,0.000143341
YHR009C,33,0.000181932
YJL127C,11,6.06442E-05
YJR047C,51,0.000281168
YGR282C,15,8.26966E-05
YML064C,25,0.000137828
YLL055W,13,7.16704E-05
YMR259C,42,0.00023155
YDL090C,34,0.000187446
YDR191W,10,5.5131E-05
YDR002W,72,0.000396944
YER026C,16,8.82097E-05
YNL237W,14,7.71835E-05
YBR256C,30,0.000165393
YPL123C,18,9.92359E-05
YDR280W,89,0.000490666
YLR422W,39,0.000215011
YLR278C,5,2.75655E-05
YOR039W,30,0.000165393
YNL181W,18,9.92359E-05
YGL059W,42,0.00023155
YLR045C,35,0.000192959
YOR094W,7,3.85917E-05
YNR029C,67,0.000369378
YEL023C,14,7.71835E-05
YOR251C,66,0.000363865
YNL022C,84,0.000463101
YIL067C,15,8.26966E-05
YMR113W,28,0.000154367
YGR014W,7,3.85917E-05
YLR420W,35,0.000192959
YPL085W,43,0.000237063
YER140W,66,0.000363865
YLR084C,18,9.92359E-05
YBR026C,38,0.000209498
YGR257C,10,5.5131E-05
YGR225W,8,4.41048E-05
YPR060C,28,0.000154367
YIL039W,15,8.26966E-05
YJR140C,15,8.26966E-05
YDR061W,17,9.37228E-05
YNL025C,65,0.000358352
YMR178W,29,0.00015988
YHL004W,61,0.000336299
YDR465C,27,0.000148854
YDR194C,8,4.41048E-05
YER019W,50,0.000275655
YML032C,29,0.00015988
YDR393W,10,5.5131E-05
YML014W,63,0.000347326
YER143W,57,0.000314247
YML117W,5,2.75655E-05
YKL196C,94,0.000518232
YGR038W,59,0.000325273
YKR070W,69,0.000380404
YGL019W,22,0.000121288
YLR403W,21,0.000115775
YKL014C,23,0.000126801
YIL145C,33,0.000181932
YDR006C,43,0.000237063
YNL137C,21,0.000115775
YKL034W,24,0.000132315
YMR053C,9,4.96179E-05
YPR128C,9,4.96179E-05
YML034W,20,0.000110262
YGL157W,18,9.92359E-05
YBL019W,66,0.000363865
YLR309C,18,9.92359E-05
YLR319C,17,9.37228E-05
YIL099W,20,0.000110262
YOR322C,11,6.06442E-05
YIL006W,8,4.41048E-05
YDR311W,60,0.000330786
YMR220W,32,0.000176419
YKL092C,19,0.000104749
YMR041C,29,0.00015988
YDR320C,25,0.000137828
YLR166C,66,0.000363865
YPL176C,11,6.06442E-05
YLR014C,8,4.41048E-05
YIL153W,20,0.000110262
YPL096W,35,0.000192959
YMR226C,26,0.000143341
YDR389W,39,0.000215011
YIR037W,34,0.000187446
YJR133W,9,4.96179E-05
YML081W,7,3.85917E-05
YGR178C,65,0.000358352
YPL128C,9,4.96179E-05
YMR283C,26,0.000143341
YIL026C,51,0.000281168
YDR177W,29,0.00015988
YPR180W,40,0.000220524
YLL006W,19,0.000104749
YJL071W,18,9.92359E-05
YJL093C,12,6.61573E-05
YCL064C,37,0.000203985
YOL137W,19,0.000104749
YOR339C,17,9.37228E-05
YBR111C,55,0.000303221
YGL196W,29,0.00015988
YOR311C,22,0.000121288
YBL002W,40,0.000220524
YPR127W,14,7.71835E-05
YKR087C,56,0.000308734
YGR152C,33,0.000181932
YJR025C,43,0.000237063
YHL023C,22,0.000121288
YJL057C,10,5.5131E-05
YHR010W,68,0.000374891
YAL039C,22,0.000121288
YMR202W,45,0.00024809
YDR487C,28,0.000154367
YMR055C,28,0.000154367
YNL016W,35,0.000192959
YPL115C,36,0.000198472
YIL050W,13,7.16704E-05
YDR028C,12,6.61573E-05
YLR270W,34,0.000187446
YHR089C,85,0.000468614
YLR220W,35,0.000192959
YML024W,87,0.00047964
YBR146W,36,0.000198472
YBR176W,32,0.000176419
YPL234C,26,0.000143341
YMR140W,21,0.000115775
YJR073C,45,0.00024809
YML012W,59,0.000325273
YKL018W,60,0.000330786
YMR240C,62,0.000341812
YJR100C,62,0.000341812
YER072W,23,0.000126801
YDR359C,16,8.82097E-05
YNL292W,46,0.000253603
YBR015C,14,7.71835E-05
YPL051W,7,3.85917E-05
YOR188W,11,6.06442E-05
YPL216W,6,3.30786E-05
YDR409W,31,0.000170906
YBR106W,23,0.000126801
YDR440W,23,0.000126801
YER122C,63,0.000347326
YNL126W,51,0.000281168
YPL188W,24,0.000132315
YKL220C,8,4.41048E-05
YOR381W,10,5.5131E-05
YAL015C,38,0.000209498
YDR335W,55,0.000303221
YPL016W,16,8.82097E-05
YFL061W,7,3.85917E-05
YNL335W,7,3.85917E-05
YNL302C,51,0.000281168
YNR017W,65,0.000358352
YGL067W,47,0.000259116
YPL260W,18,9.92359E-05
YNL175C,21,0.000115775
YML103C,17,9.37228E-05
YPR062W,31,0.000170906
YLR057W,9,4.96179E-05
YGL224C,24,0.000132315
YHR147C,30,0.000165393
YDR176W,19,0.000104749
YDL209C,28,0.000154367
YNL003C,15,8.26966E-05
YPR107C,47,0.000259116
YDR027C,40,0.000220524
YLL027W,18,9.92359E-05
YJL055W,26,0.000143341
YOR216C,20,0.000110262
YLR418C,63,0.000347326
YDL144C,17,9.37228E-05
YGR229C,13,7.16704E-05
YNL291C,16,8.82097E-05
YHR090C,33,0.000181932
YCR019W,17,9.37228E-05
YPL164C,34,0.000187446
YPR018W,16,8.82097E-05
YML106W,32,0.000176419
YKL020C,8,4.41048E-05
YDR228C,45,0.00024809
YLR207W,63,0.000347326
YOR131C,24,0.000132315
YKL033W-A,68,0.000374891
YGR091W,81,0.000446561
YIR022W,91,0.000501693
YGR288W,9,4.96179E-05
YDR096W,22,0.000121288
YHR013C,69,0.000380404
YGL164C,14,7.71835E-05
YPR133C,67,0.000369378
YBR078W,7,3.85917E-05
YNL272C,18,9.92359E-05
YLR285W,54,0.000297708
YER185W,3,1.65393E-05
YGR213C,3,1.65393E-05
YFR025C,21,0.000115775
YLL021W,14,7.71835E-05
YIR042C,21,0.000115775
YDR004W,40,0.000220524
YNL251C,38,0.000209498
YAL049C,45,0.00024809
YOL141W,39,0.000215011
YDR058C,18,9.92359E-05
YMR034C,46,0.000253603
YDR150W,9,4.96179E-05
YIL090W,17,9.37228E-05
YIR035C,24,0.000132315
YFL013C,12,6.61573E-05
YEL007W,13,7.16704E-05
YLR105C,47,0.000259116
YER118C,16,8.82097E-05
YGR029W,30,0.000165393
YOL127W,87,0.00047964
YDR354W,30,0.000165393
YPR051W,72,0.000396944
YHR154W,21,0.000115775
YBR153W,21,0.000115775
YFL046W,51,0.000281168
YOR049C,9,4.96179E-05
YDL203C,7,3.85917E-05
YML102W,73,0.000402457
YHR172W,53,0.000292195
YOL003C,36,0.000198472
YJR092W,13,7.16704E-05
YKL178C,16,8.82097E-05
YPR037C,18,9.92359E-05
YKL069W,23,0.000126801
YOR021C,19,0.000104749
YLR406C,89,0.000490666
YBR175W,15,8.26966E-05
YDR237W,26,0.000143341
YBR086C,41,0.000226037
YNL124W,55,0.000303221
YNL116W,19,0.000104749
YML005W,20,0.000110262
YKR088C,38,0.000209498
YBR276C,16,8.82097E-05
YPL225W,69,0.000380404
YNL054W,12,6.61573E-05
YDR408C,29,0.00015988
YKL033W,41,0.000226037
YOR043W,13,7.16704E-05
YOR370C,35,0.000192959
YER056C-A,72,0.000396944
YLR318W,38,0.000209498
YOL078W,16,8.82097E-05
YMR043W,29,0.00015988
YMR155W,18,9.92359E-05
YJR014W,81,0.000446561
YIR038C,16,8.82097E-05
YIL061C,62,0.000341812
YPL137C,7,3.85917E-05
YCR059C,59,0.000325273
YBR271W,15,8.26966E-05
YBR141C,24,0.000132315
YDL146W,15,8.26966E-05
YAL010C,18,9.92359E-05
YBR102C,48,0.000264629
YKL087C,20,0.000110262
YJL218W,31,0.000170906
YMR234W,50,0.000275655
YLR290C,23,0.000126801
YOR357C,73,0.000402457
YPL105C,34,0.000187446
YKR062W,67,0.000369378
YMR033W,13,7.16704E-05
YML128C,13,7.16704E-05
YPL103C,50,0.000275655
YOR288C,15,8.26966E-05
YMR095C,28,0.000154367
YLR452C,19,0.000104749
YCR014C,53,0.000292195
YGR232W,77,0.000424509
YMR075W,15,8.26966E-05
YGR223C,42,0.00023155
YNL115C,14,7.71835E-05
YGL085W,19,0.000104749
YOR269W,19,0.000104749
YDR500C,13,7.16704E-05
YLR185W,86,0.000474127
YCR081W,10,5.5131E-05
YIL164C,14,7.71835E-05
YIL093C,19,0.000104749
YJR062C,16,8.82097E-05
YML067C,43,0.000237063
YOR257W,55,0.000303221
YGL227W,18,9.92359E-05
YLR015W,21,0.000115775
YDR282C,14,7.71835E-05
YHR215W,14,7.71835E-05
YIL124W,19,0.000104749
YKL128C,24,0.000132315
YML025C,37,0.000203985
YMR032W,22,0.000121288
YNR039C,12,6.61573E-05
YNL316C,28,0.000154367
YDR173C,55,0.000303221
YGL187C,49,0.000270142
YDR361C,57,0.000314247
YMR197C,81,0.000446561
YML099C,10,5.5131E-05
YBL038W,33,0.000181932
YPR191W,14,7.71835E-05
YDR052C,17,9.37228E-05
YLR063W,13,7.16704E-05
YJR054W,13,7.16704E-05
YPR131C,70,0.000385917
YBR228W,62,0.000341812
YOL129W,29,0.00015988
YDR265W,75,0.000413483
YMR211W,42,0.00023155
YDR041W,20,0.000110262
YDL224C,20,0.000110262
YNL206C,12,6.61573E-05
YFR007W,28,0.000154367
YML127W,12,6.61573E-05
YOR359W,18,9.92359E-05
YLR100W,39,0.000215011
YEL029C,53,0.000292195
YNR071C,30,0.000165393
YBR089C-A,28,0.000154367
YDR449C,29,0.00015988
YPL181W,20,0.000110262
YGL248W,16,8.82097E-05
YLR352W,7,3.85917E-05
YDL054C,15,8.26966E-05
YPL094C,40,0.000220524
YLR435W,58,0.00031976
YHR021C,92,0.000507206
YKL156W,92,0.000507206
YLR411W,13,7.16704E-05
YKL175W,24,0.000132315
YJL183W,13,7.16704E-05
YOL143C,31,0.000170906
YDL237W,12,6.61573E-05
YCL061C,10,5.5131E-05
YPL190C,29,0.00015988
YPR089W,17,9.37228E-05
YPL092W,16,8.82097E-05
YML079W,13,7.16704E-05
YGL073W,19,0.000104749
YDR421W,13,7.16704E-05
YGL159W,40,0.000220524
YDR322W,19,0.000104749
YOR198C,23,0.000126801
YLR011W,16,8.82097E-05
YJR015W,3,1.65393E-05
YPL032C,9,4.96179E-05
YCL039W,52,0.000286681
YNL232W,43,0.000237063
YDR313C,16,8.82097E-05
YNL128W,30,0.000165393
YMR063W,7,3.85917E-05
YDR527W,14,7.71835E-05
YMR071C,15,8.26966E-05
YDR530C,17,9.37228E-05
YPL087W,58,0.00031976
YDL046W,26,0.000143341
YNL024C,47,0.000259116
YIL115C,11,6.06442E-05
YOL009C,17,9.37228E-05
YDR305C,34,0.000187446
YER002W,21,0.000115775
YPL174C,43,0.000237063
YER004W,40,0.000220524
YLR126C,28,0.000154367
YJL083W,8,4.41048E-05
YNL079C,5,2.75655E-05
YIL138C,16,8.82097E-05
YNL085W,23,0.000126801
YCR030C,16,8.82097E-05
YDL045C,39,0.000215011
YKR016W,23,0.000126801
YGL050W,42,0.00023155
YCL010C,14,7.71835E-05
YOR246C,22,0.000121288
YBR151W,16,8.82097E-05
YNL113W,70,0.000385917
YNL224C,27,0.000148854
YOR059C,15,8.26966E-05
YJL145W,15,8.26966E-05
YKR065C,21,0.000115775
YLR417W,39,0.000215011
YDR166C,47,0.000259116
YPL157W,55,0.000303221
YGL181W,22,0.000121288
YGL045W,21,0.000115775
YPL170W,76,0.000418996
YOR292C,19,0.000104749
YER142C,25,0.000137828
YKR082W,20,0.000110262
YNL036W,36,0.000198472
YIL140W,14,7.71835E-05
YJR134C,30,0.000165393
YGL237C,24,0.000132315
YJL054W,19,0.000104749
YJR107W,29,0.00015988
YDR306C,9,4.96179E-05
YDR090C,15,8.26966E-05
YHR097C,3,1.65393E-05
YMR194W,31,0.000170906
YLL032C,8,4.41048E-05
YCL029C,23,0.000126801
YHR151C,9,4.96179E-05
YKR029C,20,0.000110262
YOR390W,23,0.000126801
YDR084C,82,0.000452075
YMR236W,66,0.000363865
YHR134W,23,0.000126801
YOR260W,43,0.000237063
YML105C,15,8.26966E-05
YPR162C,57,0.000314247
YLL004W,19,0.000104749
YBR105C,37,0.000203985
YDR443C,10,5.5131E-05
YGL257C,6,3.30786E-05
YCL026C-B,9,4.96179E-05
YML109W,7,3.85917E-05
YDR248C,50,0.000275655
YJL049W,14,7.71835E-05
YGL155W,20,0.000110262
YER127W,50,0.000275655
YGR097W,4,2.20524E-05
YJL063C,54,0.000297708
YDL114W,23,0.000126801
YOL154W,10,5.5131E-05
YPR049C,15,8.26966E-05
YPL054W,8,4.41048E-05
YDR213W,10,5.5131E-05
YDL020C,8,4.41048E-05
YIL005W,25,0.000137828
YOR035C,32,0.000176419
YMR158W,18,9.92359E-05
YOL005C,68,0.000374891
YKL170W,28,0.000154367
YGL242C,45,0.00024809
YNL053W,38,0.000209498
YDR236C,75,0.000413483
YER080W,11,6.06442E-05
YBL001C,16,8.82097E-05
YNL286W,62,0.000341812
YGR089W,11,6.06442E-05
YHR029C,45,0.00024809
YER022W,11,6.06442E-05
YMR019W,1,5.5131E-06
YGL209W,28,0.000154367
YLR078C,22,0.000121288
YPL196W,57,0.000314247
YER044C,49,0.000270142
YPL083C,39,0.000215011
YGL010W,27,0.000148854
YMR136W,27,0.000148854
YDR505C,13,7.16704E-05
YBR215W,11,6.06442E-05
YIL157C,13,7.16704E-05
YLR242C,36,0.000198472
YLR077W,16,8.82097E-05
YGL213C,10,5.5131E-05
YLR333C,27,0.000148854
YOR301W,17,9.37228E-05
YNR018W,17,9.37228E-05
YLR151C,43,0.000237063
YPR169W,15,8.26966E-05
YCL034W,16,8.82097E-05
YOR163W,41,0.000226037
YDR377W,17,9.37228E-05
YPR143W,19,0.000104749
YLL035W,33,0.000181932
YHR100C,24,0.000132315
YOR287C,41,0.000226037
YMR284W,58,0.00031976
YDR101C,19,0.000104749
YDR126W,19,0.000104749
YCL047C,13,7.16704E-05
YFR041C,23,0.000126801
YNL108C,12,6.61573E-05
YMR183C,58,0.00031976
YLR183C,7,3.85917E-05
YPL070W,9,4.96179E-05
YOL147C,53,0.000292195
YDR108W,11,6.06442E-05
YLR150W,15,8.26966E-05
YFL026W,10,5.5131E-05
YIL070C,37,0.000203985
YER007W,74,0.00040797
YDL111C,25,0.000137828
YHR085W,18,9.92359E-05
YOR178C,6,3.30786E-05
YKL089W,23,0.000126801
YDR329C,44,0.000242577
YPL206C,55,0.000303221
YMR017W,8,4.41048E-05
YNL129W,53,0.000292195
YGL106W,14,7.71835E-05
YLR043C,27,0.000148854
YGR209C,50,0.000275655
YNL236W,7,3.85917E-05
YFL027C,32,0.000176419
YBR096W,19,0.000104749
YLR287C-A,38,0.000209498
YOR182C,38,0.000209498
YIL079C,19,0.000104749
YPL228W,12,6.61573E-05
YDR517W,30,0.000165393
YDL120W,59,0.000325273
YDR414C,23,0.000126801
YOR126C,56,0.000308734
YPR185W,15,8.26966E-05
YCR075C,45,0.00024809
YGL215W,16,8.82097E-05
YMR035W,47,0.000259116
YFR032C-A,63,0.000347326
YLR098C,7,3.85917E-05
YLR250W,14,7.71835E-05
YNL233W,22,0.000121288
YDR071C,35,0.000192959
YGL016W,13,7.16704E-05
YFL010C,12,6.61573E-05
YMR289W,13,7.16704E-05
YDR169C,9,4.96179E-05
YMR179W,8,4.41048E-05
YDL213C,20,0.000110262
YDR088C,62,0.000341812
YDL065C,35,0.000192959
YML036W,58,0.00031976
YKL074C,18,9.92359E-05
YNL052W,8,4.41048E-05
YDL061C,13,7.16704E-05
YMR262W,35,0.000192959
YGL219C,12,6.61573E-05
YLR008C,18,9.92359E-05
YPL199C,25,0.000137828
YCL014W,8,4.41048E-05
YNR023W,37,0.000203985
YJR019C,50,0.000275655
YER175C,24,0.000132315
YJL157C,9,4.96179E-05
YPR153W,14,7.71835E-05
YBR171W,15,8.26966E-05
YOR042W,10,5.5131E-05
YJL123C,13,7.16704E-05
YMR026C,72,0.000396944
YFR033C,17,9.37228E-05
YOR115C,28,0.000154367
YMR118C,35,0.000192959
YOR252W,35,0.000192959
YDR470C,18,9.92359E-05
YOL069W,50,0.000275655
YNL131W,18,9.92359E-05
YPR179C,5,2.75655E-05
YIL096C,26,0.000143341
YOR223W,15,8.26966E-05
YGL172W,21,0.000115775
YEL043W,8,4.41048E-05
YGL029W,9,4.96179E-05
YKL071W,22,0.000121288
YIL010W,23,0.000126801
YMR014W,14,7.71835E-05
YDR161W,24,0.000132315
YDR137W,12,6.61573E-05
YBR279W,47,0.000259116
YKL005C,12,6.61573E-05
YAL034W-A,14,7.71835E-05
YGR058W,43,0.000237063
YNL215W,13,7.16704E-05
YKR085C,10,5.5131E-05
YFL023W,8,4.41048E-05
YMR150C,38,0.000209498
YDR302W,21,0.000115775
YGR167W,23,0.000126801
YOL148C,10,5.5131E-05
YDL212W,16,8.82097E-05
YGR127W,56,0.000308734
YPL273W,33,0.000181932
YGR147C,16,8.82097E-05
YBR007C,14,7.71835E-05
YNL217W,26,0.000143341
YNL051W,12,6.61573E-05
YIR032C,13,7.16704E-05
YMR244C-A,37,0.000203985
YPR154W,8,4.41048E-05
YOL032W,46,0.000253603
YBR065C,21,0.000115775
YGR205W,30,0.000165393
YDR336W,32,0.000176419
YIL084C,9,4.96179E-05
YCL032W,7,3.85917E-05
YNR021W,14,7.71835E-05
YBR123C,37,0.000203985
YDR116C,30,0.000165393
YCR051W,39,0.000215011
YHR132W-A,14,7.71835E-05
YMR233W,35,0.000192959
YAL044W-A,56,0.000308734
YOR144C,10,5.5131E-05
YBR213W,16,8.82097E-05
YLR393W,22,0.000121288
YIL072W,22,0.000121288
